ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount
1056,Charlie,30,nan,300,10,01/01/2023,Furniture,N/A
1057,Bob,25,Male,300,30,nan,Furniture,20
1058,David,20,Male,100,30,01/01/2023,Electronics,20
1059,Bob,35,Female,300,10,01/01/2023,Grocery,15
1060,Eve,,Female,100,30,nan,Clothing,5
1061,Alice,30,nan,,,15/02/2023,Clothing,5
1062,Alice,20,nan,400,40,01/01/2023,Grocery,10
1063,David,,nan,,,01/01/2023,Grocery,10
1064,Alice,,Male,100,,InvalidDate,Furniture,10
1065,Alice,25,nan,100,10,InvalidDate,Furniture,N/A
1066,David,25,Male,400,10,nan,Clothing,N/A
1067,David,20,nan,200,,nan,Furniture,15
1068,Eve,,Male,200,,nan,Furniture,N/A
1069,Alice,25,Male,200,20,InvalidDate,Grocery,10
1070,Alice,30,Female,300,20,nan,Electronics,20
1071,Eve,30,Other,200,40,01/01/2023,nan,10
1072,Charlie,,Male,300,,01/01/2023,nan,15
1073,Charlie,25,nan,300,30,15/02/2023,Furniture,20
1074,Charlie,20,Female,200,20,nan,Furniture,N/A
1075,Eve,20,nan,200,10,01/01/2023,nan,20
1076,Alice,20,nan,400,,01/01/2023,Grocery,15
1077,Eve,30,Male,400,30,15/02/2023,nan,N/A
1078,Eve,25,Male,300,30,01/01/2023,nan,5
1079,Charlie,25,Other,400,30,15/02/2023,nan,10
1080,Bob,30,Male,300,10,15/02/2023,Furniture,10
1081,Alice,20,Male,100,20,InvalidDate,Furniture,15
1082,Charlie,20,Other,300,30,01/01/2023,nan,15
1083,Bob,,nan,300,20,InvalidDate,Furniture,10
1084,Bob,35,Other,400,40,01/01/2023,nan,20
1085,David,25,Other,100,10,InvalidDate,Grocery,5
1086,Alice,25,Other,,20,15/02/2023,Furniture,5
1087,Bob,25,Female,,20,15/02/2023,Electronics,15
1088,Charlie,35,nan,,30,15/02/2023,Furniture,15
1089,David,,Female,100,30,15/02/2023,Grocery,20
1090,Alice,35,Female,200,10,01/01/2023,Grocery,15
1091,Eve,20,Male,100,20,nan,Furniture,5
1092,Charlie,20,Other,400,,01/01/2023,Clothing,10
1093,Bob,25,Other,300,30,InvalidDate,nan,5
1094,Bob,30,Female,300,30,01/01/2023,nan,20
1095,Charlie,25,Male,400,40,01/01/2023,Grocery,10
1096,Bob,30,Male,400,10,InvalidDate,Furniture,10
1097,David,35,Male,300,20,15/02/2023,Clothing,5
1098,Alice,20,nan,200,20,InvalidDate,Electronics,10
1099,David,30,Female,200,20,InvalidDate,nan,10
1100,Bob,35,nan,200,30,nan,Clothing,15
1101,Eve,20,Male,400,10,nan,nan,10
1102,Alice,30,Male,300,20,15/02/2023,Furniture,20
1103,Alice,25,Male,300,,InvalidDate,nan,10
1104,Charlie,25,Other,300,40,InvalidDate,Electronics,15
1105,Charlie,25,Female,100,40,InvalidDate,Furniture,N/A
1106,Eve,35,Other,100,20,01/01/2023,Grocery,N/A
1107,Alice,25,nan,,30,nan,Clothing,20
1108,Eve,,Other,100,40,nan,nan,20
1109,Charlie,20,Female,200,40,15/02/2023,Furniture,10
1110,Charlie,35,Other,200,40,nan,Furniture,10
1111,Alice,25,Male,200,40,nan,nan,N/A
1112,David,20,nan,200,20,15/02/2023,Grocery,N/A
1113,Bob,30,nan,,10,InvalidDate,nan,5
1114,Charlie,25,Male,200,10,01/01/2023,Grocery,N/A
1115,Charlie,20,Male,400,30,15/02/2023,nan,N/A
1116,David,,Male,400,,nan,Furniture,20
1117,David,30,Female,400,10,15/02/2023,Electronics,5
1118,Eve,,Other,100,,nan,Electronics,5
1119,Eve,20,nan,300,10,InvalidDate,Furniture,10
1120,Bob,,Other,,10,InvalidDate,Electronics,10
1121,Bob,20,Male,400,30,InvalidDate,Grocery,5
1122,Alice,20,Male,400,40,nan,Furniture,5
1123,Eve,,Other,200,30,15/02/2023,Grocery,10
1124,Charlie,20,nan,400,10,nan,Furniture,20
1125,Eve,25,Female,200,40,InvalidDate,Grocery,20
1126,Charlie,20,Other,200,40,InvalidDate,Grocery,20
1127,David,35,Male,300,40,InvalidDate,Electronics,20
1128,Eve,20,Male,100,,nan,Furniture,10
1129,David,35,Female,200,10,01/01/2023,nan,15
1130,Bob,20,Other,200,20,InvalidDate,Electronics,N/A
1131,Bob,20,Female,300,30,15/02/2023,Grocery,N/A
1132,Alice,,Female,200,,InvalidDate,Grocery,N/A
1133,Eve,25,nan,,30,nan,nan,N/A
1134,David,25,nan,100,20,15/02/2023,nan,10
1135,Charlie,30,Male,,40,nan,Grocery,15
1136,Bob,,Other,400,20,01/01/2023,nan,10
1137,Bob,,nan,100,30,01/01/2023,Clothing,15
1138,Charlie,25,Male,400,20,nan,Electronics,10
1139,David,,Other,200,10,InvalidDate,Furniture,5
1140,David,25,Male,300,20,15/02/2023,nan,15
1141,Eve,,nan,,10,InvalidDate,nan,N/A
1142,Eve,20,Male,400,20,nan,Clothing,15
1143,Alice,25,Other,200,10,nan,Furniture,20
1144,Bob,25,Other,,10,InvalidDate,Clothing,15
1145,Eve,35,Male,,20,15/02/2023,Furniture,20
1146,David,,Other,400,,15/02/2023,Electronics,20
1147,Charlie,,Male,200,40,15/02/2023,nan,5
1148,David,25,Other,300,40,15/02/2023,Electronics,15
1149,Bob,20,Male,400,40,15/02/2023,Furniture,5
1150,David,20,Male,,10,01/01/2023,nan,N/A
1151,Alice,20,Male,,40,01/01/2023,Clothing,15
1152,Bob,,Female,100,10,nan,Grocery,10
1153,Charlie,35,Other,200,,01/01/2023,Clothing,10
1154,Alice,25,nan,100,20,15/02/2023,Grocery,10
1155,Bob,30,Male,300,20,15/02/2023,Clothing,20
1156,Charlie,35,Female,400,10,15/02/2023,Furniture,10
1157,Alice,30,nan,,10,nan,Electronics,N/A
1158,Alice,35,Male,200,,nan,Grocery,15
1159,Bob,20,nan,,40,InvalidDate,Furniture,15
1160,Eve,,Female,100,,01/01/2023,Electronics,20
1161,Alice,30,nan,100,20,01/01/2023,Electronics,20
1162,Alice,35,Male,400,20,InvalidDate,nan,20
1163,Charlie,,nan,200,40,InvalidDate,nan,N/A
1164,David,30,nan,200,20,01/01/2023,nan,15
1165,Bob,25,Male,400,10,15/02/2023,Grocery,5
1166,Bob,35,Female,100,20,01/01/2023,Grocery,20
1167,Eve,25,Female,100,30,15/02/2023,Electronics,10
1168,Eve,20,nan,100,40,nan,Grocery,5
1169,Bob,25,Other,,40,01/01/2023,Electronics,5
1170,Eve,25,nan,300,40,01/01/2023,Furniture,20
1171,Charlie,35,Other,100,30,nan,Clothing,10
1172,Bob,20,nan,300,,nan,Electronics,20
1173,Eve,25,Female,300,10,nan,Electronics,20
1174,Bob,,nan,200,40,nan,Furniture,10
1175,David,30,nan,400,20,nan,nan,5
1176,Alice,25,Other,,10,InvalidDate,nan,5
1177,Bob,20,Female,300,20,InvalidDate,nan,10
1178,Alice,25,Other,,10,nan,Electronics,5
1179,Eve,30,nan,200,10,nan,Electronics,N/A
1180,Alice,20,Male,100,20,nan,Grocery,20
1181,Bob,35,nan,300,20,nan,Grocery,N/A
1182,David,20,nan,400,10,15/02/2023,Clothing,N/A
1183,Eve,35,Other,200,40,15/02/2023,Clothing,N/A
1184,Bob,20,Male,,20,nan,Grocery,15
1185,Eve,30,Male,100,30,nan,Electronics,15
1186,Charlie,30,Other,,30,01/01/2023,Furniture,N/A
1187,Alice,20,Female,400,10,nan,Grocery,20
1188,Charlie,25,Male,300,,nan,Electronics,N/A
1189,Bob,30,Male,400,10,InvalidDate,Grocery,N/A
1190,David,35,Other,,10,15/02/2023,nan,15
1191,Eve,35,Female,,40,nan,Grocery,N/A
1192,Alice,,Female,400,40,15/02/2023,nan,20
1193,Eve,35,nan,400,,15/02/2023,Electronics,20
1194,Bob,,nan,400,,01/01/2023,nan,N/A
1195,Eve,20,Other,100,nan,15/02/2023,Grocery,20
1196,Alice,20,Female,,,15/02/2023,nan,N/A
1197,Bob,20,Other,200,,nan,Furniture,15
1198,Eve,25,nan,100,10,InvalidDate,nan,N/A
1199,David,25,Other,100,10,nan,nan,5
1200,Bob,,Other,100,30,nan,Clothing,15
1201,Bob,35,Male,200,30,InvalidDate,Furniture,20
1202,David,35,Male,400,20,InvalidDate,Electronics,20
1203,Charlie,20,Male,,10,01/01/2023,nan,15
1204,Alice,30,nan,300,,InvalidDate,Furniture,5
1205,Charlie,25,Other,300,20,nan,Electronics,15
1206,Eve,25,Male,,40,InvalidDate,Furniture,10
1207,David,20,Male,200,10,InvalidDate,Clothing,5
1208,Charlie,25,Male,300,30,InvalidDate,Electronics,15
1209,Bob,20,nan,100,10,15/02/2023,Electronics,10
1210,Eve,,nan,300,10,01/01/2023,nan,N/A
1211,Eve,35,Other,,10,15/02/2023,Grocery,5
1212,Charlie,30,Other,100,10,15/02/2023,Electronics,N/A
1213,Charlie,35,Other,300,40,01/01/2023,Electronics,10
1214,David,35,Male,,30,15/02/2023,Clothing,20
1215,Alice,,Female,200,10,InvalidDate,Clothing,20
1216,Charlie,25,nan,nan,40,01/01/2023,Clothing,20
1217,Charlie,30,Male,200,20,15/02/2023,nan,N/A
1218,Bob,25,Male,100,10,nan,Electronics,5
1219,Eve,35,Other,,40,15/02/2023,Clothing,N/A
1220,Alice,20,Other,400,,nan,Clothing,N/A
1221,Bob,35,Male,400,20,InvalidDate,Furniture,20
1222,David,25,nan,400,30,nan,Furniture,N/A
1223,David,35,nan,400,10,15/02/2023,Clothing,10
1224,Charlie,20,Male,400,10,15/02/2023,nan,15
1225,Charlie,,Female,200,40,15/02/2023,Grocery,15
1226,David,25,Female,,30,01/01/2023,Furniture,15
1227,Charlie,35,nan,100,,01/01/2023,Furniture,20
1228,Alice,25,Other,400,20,15/02/2023,Electronics,20
1229,Charlie,,Female,400,30,15/02/2023,Electronics,15
1230,Eve,35,Female,100,10,InvalidDate,Clothing,5
1231,Charlie,35,Other,100,40,01/01/2023,Electronics,15
1232,Bob,25,Female,400,nan,01/01/2023,Electronics,N/A
1233,Alice,25,Male,200,40,01/01/2023,Grocery,15
1234,Bob,20,Female,100,20,nan,nan,15
1235,Bob,,Other,,30,15/02/2023,Clothing,5
1236,Eve,20,Male,,40,InvalidDate,Grocery,20
1237,Alice,35,Female,200,40,InvalidDate,Clothing,20
1238,Alice,25,nan,300,10,15/02/2023,nan,N/A
1239,Alice,35,Male,200,40,15/02/2023,Clothing,15
1240,Alice,35,Male,400,,InvalidDate,Electronics,10
1241,Alice,30,nan,300,30,nan,nan,N/A
1242,Eve,30,nan,400,20,InvalidDate,Grocery,20
1243,Charlie,35,Female,,40,nan,Grocery,5
1244,Bob,25,Female,100,,nan,Furniture,20
1245,Alice,35,Other,400,20,01/01/2023,Grocery,20
1246,Charlie,30,Other,,,15/02/2023,Furniture,5
1247,Charlie,25,Male,200,40,01/01/2023,Electronics,15
1248,Bob,35,nan,400,40,nan,Grocery,15
1249,Eve,,nan,,30,InvalidDate,nan,20
1250,David,,Other,100,10,01/01/2023,Furniture,N/A
1251,David,35,Male,400,,InvalidDate,Grocery,10
1252,Charlie,25,Male,,10,nan,Electronics,N/A
1253,Bob,35,Other,400,10,InvalidDate,nan,N/A
1254,David,35,Other,100,20,01/01/2023,nan,20
1255,Charlie,30,Other,400,20,nan,Electronics,20
1256,Eve,,Female,400,,15/02/2023,Grocery,10
1257,David,30,Male,,10,01/01/2023,Clothing,10
1258,Charlie,30,Male,300,30,01/01/2023,Grocery,10
1259,Charlie,35,Male,400,10,15/02/2023,Furniture,20
1260,Alice,30,Other,300,20,nan,Furniture,20
1261,Eve,,Other,200,10,15/02/2023,Grocery,N/A
1262,Alice,30,Other,400,40,01/01/2023,Furniture,20
1263,Bob,,Other,300,40,nan,Clothing,15
1264,Alice,30,nan,200,30,InvalidDate,Clothing,15
1265,Alice,,Other,,,01/01/2023,nan,10
1266,David,30,Female,400,10,InvalidDate,Furniture,20
1267,Charlie,30,nan,,40,15/02/2023,Grocery,15
1268,Eve,25,nan,200,,nan,nan,N/A
1269,Alice,,Other,,40,15/02/2023,Clothing,5
1270,Eve,,Male,,,InvalidDate,nan,N/A
1271,Alice,,Other,100,,01/01/2023,Electronics,5
1272,Bob,20,Male,200,40,nan,Furniture,N/A
1273,Alice,30,Other,,20,15/02/2023,Grocery,15
1274,David,,Other,300,,InvalidDate,Clothing,20
1275,Charlie,20,Male,200,10,InvalidDate,nan,5
1276,Bob,25,Male,100,40,01/01/2023,Grocery,20
1277,Alice,,Male,400,20,InvalidDate,Furniture,20
1278,Eve,,Male,,40,nan,Grocery,15
1279,Bob,20,Female,300,30,InvalidDate,Furniture,10
1280,Bob,30,Male,100,10,01/01/2023,Furniture,10
1281,Alice,25,Other,200,30,15/02/2023,Furniture,5
1282,Bob,,Other,,,nan,nan,15
1283,Eve,30,Female,100,,15/02/2023,Furniture,20
1284,Bob,25,Male,100,30,15/02/2023,Grocery,N/A
1285,Eve,35,Other,300,30,InvalidDate,Electronics,N/A
1286,Alice,35,Female,400,,InvalidDate,Grocery,5
1287,Charlie,25,Other,400,20,01/01/2023,nan,5
1288,Bob,20,Female,400,10,InvalidDate,Furniture,5
1289,Charlie,25,Female,200,40,InvalidDate,Electronics,15
1290,Eve,25,nan,100,30,15/02/2023,nan,N/A
1291,Bob,20,nan,200,10,nan,Clothing,15
1292,David,20,Male,100,40,InvalidDate,Clothing,15
1293,Charlie,30,nan,300,40,nan,Clothing,20
1294,Bob,30,Female,300,30,InvalidDate,Electronics,15
1295,Charlie,20,Other,200,20,InvalidDate,Grocery,15
1296,Bob,35,Other,200,20,01/01/2023,Electronics,20
1297,Alice,35,Male,300,10,InvalidDate,Electronics,10
1298,Charlie,25,nan,,10,01/01/2023,Electronics,20
1299,David,,Male,400,,15/02/2023,Clothing,5
1300,David,25,Female,400,20,nan,Grocery,10
1301,Eve,25,nan,300,10,InvalidDate,Electronics,N/A
1302,Bob,,Male,400,,01/01/2023,Grocery,15
1303,Charlie,20,Other,nan,40,15/02/2023,Furniture,10
1304,Eve,35,Other,,10,InvalidDate,Electronics,N/A
1305,Charlie,25,Male,100,,01/01/2023,Electronics,20
1306,Bob,,Male,200,20,01/01/2023,Electronics,20
1307,David,30,Male,400,40,15/02/2023,Furniture,5
1308,Alice,25,Female,,10,InvalidDate,Furniture,5
1309,David,35,Female,200,20,InvalidDate,Clothing,10
1310,Eve,20,Other,200,40,nan,nan,15
1311,Alice,25,Female,100,30,InvalidDate,Grocery,20
1312,Eve,25,Female,200,20,01/01/2023,nan,10
1313,Bob,,nan,200,30,nan,Electronics,10
1314,Alice,30,Female,300,10,nan,Electronics,10
1315,Eve,30,nan,100,,InvalidDate,Clothing,5
1316,Bob,20,Female,100,10,nan,nan,20
1317,David,35,Other,400,20,01/01/2023,Electronics,5
1318,Bob,20,Male,200,30,01/01/2023,nan,5
1319,Charlie,25,Other,400,30,15/02/2023,Clothing,10
1320,Bob,25,Female,,40,01/01/2023,nan,N/A
1321,Bob,30,Male,200,10,15/02/2023,Grocery,N/A
1322,Charlie,35,Male,,10,nan,Clothing,N/A
1323,Eve,,Male,300,20,15/02/2023,nan,10
1324,Eve,35,nan,200,30,InvalidDate,Electronics,15
1325,Bob,25,Other,400,20,15/02/2023,Furniture,20
1326,Charlie,,nan,400,20,InvalidDate,Furniture,10
1327,Charlie,35,Male,200,30,nan,Clothing,10
1328,David,35,Other,400,20,15/02/2023,Furniture,5
1329,Eve,,Other,200,30,01/01/2023,Grocery,N/A
1330,Alice,25,Female,100,20,InvalidDate,Clothing,10
1331,Eve,35,nan,400,nan,nan,Electronics,15
1332,Eve,,nan,200,20,01/01/2023,Electronics,20
1333,David,25,Female,200,20,InvalidDate,Clothing,15
1334,Alice,,nan,400,,nan,Furniture,10
1335,David,,Male,100,10,nan,Furniture,10
1336,Alice,35,Male,400,30,01/01/2023,Electronics,5
1337,Bob,25,nan,200,40,nan,Grocery,15
1338,Alice,35,Female,100,,15/02/2023,Furniture,5
1339,David,20,Other,,10,nan,Grocery,15
1340,Eve,20,nan,300,20,InvalidDate,Furniture,N/A
1341,Alice,25,Other,400,10,InvalidDate,Clothing,N/A
1342,Alice,,Female,200,,InvalidDate,nan,15
1343,Charlie,35,Other,100,20,15/02/2023,Electronics,5
1344,Eve,35,Female,100,10,01/01/2023,Clothing,N/A
1345,Bob,25,Female,,40,15/02/2023,Furniture,10
1346,David,25,Male,400,30,15/02/2023,Electronics,20
1347,Bob,20,Male,100,30,15/02/2023,nan,5
1348,Eve,30,Female,,,nan,nan,15
1349,Alice,25,nan,200,20,01/01/2023,Furniture,20
1350,Alice,30,Male,,20,nan,Electronics,20
1351,Eve,25,Female,400,30,15/02/2023,Furniture,10
1352,Alice,,Other,nan,10,InvalidDate,nan,5
1353,Alice,,Other,100,20,15/02/2023,Clothing,20
1354,Alice,20,nan,100,40,01/01/2023,Clothing,5
1355,David,20,Other,300,40,InvalidDate,Grocery,10
1356,David,30,Other,,20,01/01/2023,nan,15
1357,Charlie,25,Female,200,20,15/02/2023,nan,20
1358,Bob,35,Other,400,30,01/01/2023,Furniture,20
1359,Eve,20,Other,300,,nan,Grocery,20
1360,Eve,35,Other,,30,InvalidDate,Grocery,5
1361,Eve,35,Other,200,,01/01/2023,Electronics,20
1362,Charlie,25,Female,300,40,InvalidDate,Furniture,5
1363,David,30,Other,100,,InvalidDate,Clothing,N/A
1364,Charlie,25,nan,400,30,15/02/2023,Electronics,N/A
1365,Eve,20,Male,,20,15/02/2023,Grocery,5
1366,Bob,35,nan,200,,InvalidDate,Clothing,N/A
1367,Alice,25,Male,100,30,01/01/2023,nan,10
1368,David,25,nan,300,40,InvalidDate,Furniture,10
1369,David,25,Male,400,,15/02/2023,Grocery,N/A
1370,Charlie,20,Male,300,40,01/01/2023,nan,15
1371,David,30,Male,300,40,InvalidDate,Grocery,5
1372,Eve,25,Male,200,10,15/02/2023,Clothing,N/A
1373,Eve,20,Female,100,,InvalidDate,Electronics,5
1374,Charlie,35,nan,,30,InvalidDate,Clothing,N/A
1375,Eve,,Male,200,,InvalidDate,Furniture,10
1376,Bob,20,nan,400,,01/01/2023,Furniture,15
1377,Charlie,,Other,300,40,15/02/2023,Grocery,5
1378,Bob,25,Male,400,40,15/02/2023,Clothing,15
1379,Alice,25,nan,200,40,nan,Electronics,10
1380,Bob,20,Female,200,40,InvalidDate,Furniture,20
1381,Alice,,nan,,30,InvalidDate,Electronics,20
1382,Alice,25,Male,300,20,nan,nan,5
1383,Bob,35,Other,200,10,InvalidDate,Grocery,10
1384,Charlie,30,nan,400,40,01/01/2023,Electronics,5
1385,Eve,30,Other,,40,nan,Grocery,5
1386,Eve,25,Female,400,10,15/02/2023,nan,5
1387,Alice,,nan,300,40,InvalidDate,Electronics,15
1388,Alice,25,nan,,20,15/02/2023,Electronics,N/A
1389,Charlie,,Female,,,InvalidDate,nan,10
1390,David,35,Female,,10,nan,Clothing,15
1391,Bob,,Female,100,30,15/02/2023,Electronics,N/A
1392,Alice,25,Male,,10,InvalidDate,Electronics,5
1393,Eve,35,Male,400,20,01/01/2023,Furniture,20
1394,Charlie,20,nan,400,30,nan,Clothing,15
1395,Bob,30,nan,300,,InvalidDate,Electronics,10
1396,Charlie,25,nan,200,40,InvalidDate,nan,10
1397,Bob,25,Other,200,10,InvalidDate,Grocery,N/A
1398,Bob,25,Female,100,30,nan,nan,15
1399,Alice,35,nan,,10,InvalidDate,Clothing,5
1400,Charlie,20,Female,100,,InvalidDate,Furniture,N/A
1401,Charlie,,Male,300,10,15/02/2023,Furniture,10
1402,Eve,20,Female,300,30,15/02/2023,Furniture,15
1403,Eve,35,Other,200,20,nan,nan,20
1404,Alice,25,Other,300,30,nan,Grocery,5
1405,Alice,30,Female,,10,01/01/2023,Grocery,10
1406,David,25,Other,400,,InvalidDate,Electronics,15
1407,Eve,,Other,300,40,15/02/2023,Grocery,20
1408,Bob,30,Male,100,40,15/02/2023,Grocery,10
1409,Charlie,25,nan,,,InvalidDate,Electronics,20
1410,Alice,30,Other,300,10,InvalidDate,nan,10
1411,Charlie,20,nan,300,,nan,nan,N/A
1412,Charlie,35,Female,nan,10,01/01/2023,Clothing,N/A
1413,David,25,Female,300,30,01/01/2023,nan,N/A
1414,Eve,,Other,400,20,nan,Furniture,15
1415,Alice,20,Female,200,10,nan,Furniture,N/A
1416,Charlie,25,Male,,40,15/02/2023,Clothing,15
1417,Alice,20,Other,100,40,nan,Grocery,5
1418,Bob,,Other,300,20,01/01/2023,Clothing,N/A
1419,David,25,Other,200,10,15/02/2023,Electronics,15
1420,Bob,,Female,100,20,01/01/2023,Clothing,10
1421,Alice,30,Female,100,30,InvalidDate,Clothing,15
1422,Alice,,Other,400,20,01/01/2023,Furniture,15
1423,Eve,30,nan,200,30,15/02/2023,Electronics,10
1424,Charlie,25,Female,,40,01/01/2023,Electronics,15
1425,Charlie,30,Female,200,30,15/02/2023,Clothing,10
1426,Bob,25,Other,200,10,15/02/2023,Electronics,20
1427,David,25,nan,100,10,nan,Electronics,N/A
1428,Charlie,35,Other,400,10,01/01/2023,nan,5
1429,Eve,25,Female,400,10,nan,Electronics,15
1430,Bob,30,Other,200,,nan,Grocery,10
1431,Bob,35,Other,200,30,01/01/2023,Electronics,N/A
1432,Eve,35,Other,300,10,15/02/2023,Furniture,15
1433,David,25,nan,100,20,InvalidDate,nan,N/A
1434,Eve,,Other,,20,01/01/2023,Furniture,20
1435,David,,Female,,,nan,Furniture,15
1436,Eve,35,Other,400,30,nan,Grocery,10
1437,Eve,25,nan,100,30,15/02/2023,nan,20
1438,Alice,,Male,400,30,nan,Clothing,15
1439,Bob,25,nan,nan,nan,InvalidDate,Electronics,N/A
1440,Eve,25,Other,200,30,nan,Grocery,20
1441,Eve,35,Male,100,30,15/02/2023,Grocery,10
1442,Charlie,35,Other,100,10,01/01/2023,Clothing,15
1443,Bob,20,nan,300,30,15/02/2023,Grocery,N/A
1444,Charlie,,Male,200,10,nan,Clothing,N/A
1445,Bob,,Male,200,10,15/02/2023,Clothing,20
1446,Charlie,,Other,400,30,nan,Clothing,15
1447,Eve,30,Other,100,20,15/02/2023,Grocery,N/A
1448,Eve,25,nan,400,40,01/01/2023,Clothing,20
1449,Alice,35,Other,200,20,nan,Grocery,5
1450,Charlie,,Male,300,30,InvalidDate,nan,N/A
1451,David,20,Female,100,30,InvalidDate,Clothing,20
1452,Alice,,Female,200,20,InvalidDate,Grocery,5
1453,Charlie,25,nan,300,30,InvalidDate,Grocery,20
1454,Charlie,25,Other,,10,nan,Grocery,N/A
1455,Alice,35,nan,200,,nan,Electronics,5
1456,Eve,30,Female,,30,01/01/2023,Electronics,20
1457,Charlie,35,Female,400,30,15/02/2023,Clothing,15
1458,Eve,,Other,,20,nan,nan,5
1459,Alice,20,Male,200,10,InvalidDate,Clothing,20
1460,Eve,35,Other,,20,nan,Furniture,15
1461,Bob,30,Female,100,20,InvalidDate,Furniture,5
1462,David,35,Male,200,30,01/01/2023,nan,20
1463,Charlie,25,nan,300,10,15/02/2023,nan,N/A
1464,David,,Female,,30,nan,nan,5
1465,Eve,,nan,100,30,15/02/2023,Electronics,5
1466,Charlie,,Male,400,30,InvalidDate,Electronics,15
1467,Eve,,nan,400,30,InvalidDate,Furniture,20
1468,Bob,,Female,,,15/02/2023,nan,N/A
1469,Alice,,Other,400,40,01/01/2023,Grocery,15
1470,Charlie,20,nan,300,10,15/02/2023,Furniture,5
1471,Bob,30,Female,200,,15/02/2023,nan,15
1472,Bob,,Female,100,40,nan,Grocery,15
1473,Charlie,30,Male,,40,nan,nan,15
1474,Eve,,Female,400,40,InvalidDate,Clothing,5
1475,Bob,35,Other,200,,nan,Grocery,10
1476,David,,Other,300,10,01/01/2023,Clothing,15
1477,Bob,25,nan,400,20,01/01/2023,Electronics,10
1478,Eve,20,nan,400,40,01/01/2023,Furniture,N/A
1479,Eve,35,nan,100,20,InvalidDate,nan,N/A
1480,David,35,nan,300,20,01/01/2023,Furniture,N/A
1481,Bob,25,Other,300,30,01/01/2023,nan,20
1482,Eve,,Male,,20,nan,Clothing,5
1483,Charlie,20,nan,100,30,InvalidDate,Grocery,10
1484,Alice,35,Male,,10,15/02/2023,Grocery,20
1485,Alice,20,Female,100,10,01/01/2023,nan,10
1486,Alice,35,Female,300,30,nan,Clothing,5
1487,Bob,,nan,100,10,15/02/2023,nan,15
1488,David,35,Female,100,40,01/01/2023,nan,20
1489,Eve,35,Male,100,10,15/02/2023,nan,5
1490,Charlie,30,Male,200,30,15/02/2023,Grocery,20
1491,Charlie,,Female,200,40,InvalidDate,nan,N/A
1492,Bob,25,nan,300,20,InvalidDate,Grocery,20
1493,Alice,25,Male,100,20,01/01/2023,Electronics,15
1494,Bob,,Male,300,20,01/01/2023,Clothing,15
1495,David,25,Other,200,30,InvalidDate,Electronics,10
1496,David,,nan,100,20,01/01/2023,nan,20
1497,Eve,25,Other,,10,01/01/2023,Grocery,N/A
1498,Eve,30,Female,200,20,InvalidDate,Clothing,15
1499,David,25,Female,200,nan,15/02/2023,Furniture,10
1500,David,35,Other,200,,01/01/2023,Clothing,N/A
1501,David,,nan,100,20,nan,Clothing,N/A
1502,Bob,20,Male,400,20,InvalidDate,nan,N/A
1503,David,20,Female,,,01/01/2023,Electronics,5
1504,Charlie,,nan,,20,01/01/2023,Electronics,15
1505,Alice,30,nan,300,40,InvalidDate,Furniture,5
1506,David,25,Female,100,,nan,nan,5
1507,Alice,30,Female,200,30,nan,Clothing,15
1508,Bob,20,nan,400,,InvalidDate,Electronics,20
1509,Alice,,Male,100,10,nan,Electronics,10
1510,Bob,,Other,100,40,01/01/2023,Grocery,15
1511,Charlie,30,Female,400,30,nan,Clothing,10
1512,Bob,30,Other,200,20,01/01/2023,nan,20
1513,Bob,25,nan,100,10,15/02/2023,Electronics,15
1514,Eve,35,Other,,10,nan,nan,N/A
1515,David,35,Male,nan,40,15/02/2023,Clothing,15
1516,David,25,nan,400,30,InvalidDate,Clothing,20
1517,Charlie,35,Male,200,10,nan,Electronics,5
1518,Charlie,20,nan,400,30,01/01/2023,Furniture,15
1519,David,35,Male,100,30,nan,nan,N/A
1520,Eve,25,nan,,10,InvalidDate,nan,15
1521,David,35,Male,300,30,InvalidDate,Grocery,5
1522,Eve,,nan,400,40,01/01/2023,Clothing,15
1523,Charlie,30,Male,300,10,nan,Clothing,N/A
1524,Alice,20,nan,300,40,15/02/2023,Electronics,20
1525,Charlie,,Male,,40,InvalidDate,Electronics,N/A
1526,Charlie,,Female,400,30,InvalidDate,Electronics,20
1527,Bob,25,Other,300,30,01/01/2023,Grocery,N/A
1528,Bob,30,nan,100,10,nan,Furniture,10
1529,Bob,30,Male,200,20,15/02/2023,Electronics,15
1530,Bob,20,Female,200,10,nan,Electronics,15
1531,Eve,25,nan,,40,nan,Electronics,5
1532,David,20,nan,400,30,15/02/2023,Grocery,10
1533,Alice,35,nan,400,40,01/01/2023,nan,5
1534,Charlie,,Other,200,,InvalidDate,Furniture,15
1535,Eve,20,Male,100,,01/01/2023,nan,5
1536,Alice,,Male,200,40,01/01/2023,Clothing,20
1537,Eve,25,nan,200,20,nan,Clothing,10
1538,Eve,35,nan,400,20,15/02/2023,Electronics,N/A
1539,Charlie,25,nan,300,10,InvalidDate,nan,20
1540,David,35,Female,100,10,nan,Grocery,N/A
1541,Bob,35,nan,400,10,InvalidDate,Furniture,5
1542,David,,Other,200,30,nan,nan,15
1543,Charlie,25,Male,300,20,15/02/2023,nan,20
1544,Charlie,25,Other,100,40,InvalidDate,Furniture,10
1545,Charlie,20,nan,,,InvalidDate,nan,N/A
1546,Alice,25,Female,100,20,01/01/2023,nan,20
1547,David,20,nan,100,20,nan,Furniture,15
1548,David,30,nan,200,20,nan,Grocery,10
